_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees,corrDirection,endX1,endY1,endX1Norm,endY1Norm,endX1NormToHandle,saccLat1,endX2,endY2,endX2Norm,endY2Norm,endX2NormToHandle,saccLat2,endX3,endY3,endX3Norm,endY3Norm,endX3NormToHandle,saccLat3
NA,NA,overlap,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,187.0,187.0,0.0,0.0,187.0,0.0,1.0,187.0,0.0,0.0,0.0,187.0,1.0,0.0,187.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,343.321166446,psycho,bouton 1,bouton 2,French,black,32.0,E,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,screwdriver,NA,NA,11.0,asymm_garage_screwdriver,no,5.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,59.4625216496,-59.4625216496,384.0,0.0,384.0,-238.0,-7.0,correction towardsHandle,5.0,246.0,0.0283553875236,9.11111111111,0.0283553875236,90.5,-60.0,235.0,-0.340264650284,8.7037037037,-0.340264650284,1978.7,33.0,223.0,0.187145557656,8.25925925926,0.187145557656,2878.5
NA,NA,opposite,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,188.0,188.0,0.0,0.0,188.0,0.0,1.0,188.0,0.0,0.0,0.0,188.0,1.0,0.0,188.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,425.479597975,psycho,bouton 1,bouton 2,French,black,32.0,B,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,sharpeningsteel,NA,NA,10.0,asymm_kitchen_sharpeningsteel,no,5.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-22.2082942494,22.2082942494,384.0,0.0,384.0,-230.0,-7.0,correction towardsHandle,74.0,238.0,0.408088235294,9.91666666667,-0.408088235294,209.9,,,,,,,,,,,,
NA,NA,overlap,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,189.0,189.0,0.0,0.0,189.0,0.0,1.0,189.0,0.0,0.0,0.0,189.0,1.0,0.0,189.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,349.205651919,psycho,bouton 1,bouton 2,French,black,32.0,F,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,11.0,asymm_kitchen_fork,no,6.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,26.9061044361,-26.9061044361,384.0,0.0,384.0,-199.0,-6.0,correction awayHandle,-89.0,214.0,-0.475935828877,6.61855670103,0.475935828877,90.4,-151.0,187.0,-0.807486631016,5.78350515464,0.807486631016,2576.1,-67.0,194.0,-0.358288770053,6.0,0.358288770053,3216.7
NA,NA,opposite,NA,white,2.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,1.0,1.0,190.0,190.0,0.0,0.0,190.0,0.0,1.0,190.0,0.0,0.0,0.0,190.0,1.0,0.0,190.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,398.395613059,psycho,bouton 1,bouton 2,French,black,32.0,B,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,11.0,asymm_garage_chisel,no,6.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-22.7634398745,22.7634398745,384.0,0.0,384.0,212.0,6.0,correction towardsHandle,-12.0,-205.0,-0.0681818181818,-8.54166666667,0.0681818181818,231.6,5.0,-204.0,0.0284090909091,-8.5,-0.0284090909091,231.7,,,,,,
NA,NA,control,NA,white,2.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,1.0,1.0,191.0,191.0,0.0,0.0,191.0,0.0,1.0,191.0,0.0,0.0,0.0,191.0,1.0,0.0,191.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,374.855979116,psycho,bouton 1,bouton 2,French,black,32.0,C,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,washingbrush,NA,NA,11.0,asymm_kitchen_washingbrush,no,6.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-30.890600737,30.890600737,384.0,0.0,384.0,223.0,6.0,correction awayHandle,-33.0,-224.0,-0.187145557656,-5.16923076923,-0.187145557656,201.6,65.0,-220.0,0.368620037807,-5.07692307692,0.368620037807,328.5,,,,,,
NA,NA,overlap,NA,white,3.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,2.0,2.0,192.0,192.0,0.0,0.0,192.0,0.0,2.0,192.0,0.0,0.0,0.0,192.0,2.0,0.0,192.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,292.72030191,psycho,bouton 1,bouton 2,French,black,32.0,D,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon2,NA,NA,11.0,asymm_kitchen_spoon2,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,2.317505638,-2.317505638,384.0,0.0,384.0,210.0,6.0,correction awayHandle,48.0,-208.0,0.272727272727,-4.875,0.272727272727,171.5,15.0,-202.0,0.0852272727273,-4.734375,0.0852272727273,4215.8,,,,,,
NA,NA,opposite,NA,white,3.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,2.0,2.0,193.0,193.0,0.0,0.0,193.0,0.0,2.0,193.0,0.0,0.0,0.0,193.0,2.0,0.0,193.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,354.94704695,psycho,bouton 1,bouton 2,French,black,32.0,B,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,wrench,NA,NA,11.0,asymm_garage_wrench,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,26.7202121273,-26.7202121273,384.0,0.0,384.0,181.0,5.0,correction awayHandle,27.0,-179.0,0.153409090909,-5.59375,-0.153409090909,89.8,-16.0,-177.0,-0.0909090909091,-5.53125,0.0909090909091,2493.1,67.0,-196.0,0.380681818182,-6.125,-0.380681818182,2983.8
NA,NA,opposite,NA,white,3.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,2.0,2.0,194.0,194.0,0.0,0.0,194.0,0.0,2.0,194.0,0.0,0.0,0.0,194.0,2.0,0.0,194.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,393.78936511,psycho,bouton 1,bouton 2,French,black,32.0,C,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,hammer,NA,NA,13.0,asymm_garage_hammer,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-47.7368632756,47.7368632756,384.0,0.0,384.0,-171.0,-6.0,correction awayHandle,-23.0,176.0,-0.138832997988,2.73575129534,-0.138832997988,89.5,43.0,183.0,0.259557344064,2.84455958549,0.259557344064,805.6,34.0,182.0,0.20523138833,2.82901554404,0.20523138833,2650.7
NA,NA,control,NA,white,3.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,2.0,2.0,195.0,195.0,0.0,0.0,195.0,0.0,2.0,195.0,0.0,0.0,0.0,195.0,2.0,0.0,195.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,374.143678498,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,paintbrush,NA,NA,12.0,asymm_garage_paintbrush,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-33.2045987775,33.2045987775,384.0,0.0,384.0,188.0,5.0,correction awayHandle,-22.0,-197.0,-0.124763705104,-6.09278350515,-0.124763705104,178.6,62.0,-173.0,0.351606805293,-5.35051546392,0.351606805293,615.0,,,,,,
NA,NA,control,NA,white,3.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,2.0,2.0,196.0,196.0,0.0,0.0,196.0,0.0,2.0,196.0,0.0,0.0,0.0,196.0,2.0,0.0,196.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,450.081248995,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,carrot,NA,NA,12.0,symm_kitchen_carrot,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,7.0531931784,-7.0531931784,384.0,0.0,384.0,226.0,6.0,correction awayHandle,15.0,-224.0,0.103686635945,-6.85714285714,0.103686635945,90.9,-63.0,-224.0,-0.435483870968,-6.85714285714,-0.435483870968,156.5,84.0,-231.0,0.58064516129,-7.07142857143,0.58064516129,748.7
NA,NA,opposite,NA,white,3.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,2.0,2.0,197.0,197.0,0.0,0.0,197.0,0.0,2.0,197.0,0.0,0.0,0.0,197.0,2.0,0.0,197.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,378.292816219,psycho,bouton 1,bouton 2,French,black,32.0,C,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,leveller,NA,NA,13.0,symm_garage_leveller,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-8.226194568,8.226194568,384.0,0.0,384.0,230.0,6.0,correction awayHandle,-32.0,-228.0,-0.192771084337,-6.0,-0.192771084337,193.7,2.0,-236.0,0.0120481927711,-6.21052631579,0.0120481927711,4196.1,,,,,,
NA,NA,opposite,NA,white,3.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,2.0,2.0,198.0,198.0,0.0,0.0,198.0,0.0,2.0,198.0,0.0,0.0,0.0,198.0,2.0,0.0,198.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,right,768.0,NA,419.643256281,psycho,bouton 1,bouton 2,French,black,32.0,C,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,ruler,NA,NA,12.0,symm_garage_ruler,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-13.6840295066,13.6840295066,384.0,0.0,384.0,187.0,5.0,correction awayHandle,-42.0,-187.0,-0.237735849057,-5.72448979592,-0.237735849057,89.5,13.0,-182.0,0.0735849056604,-5.57142857143,0.0735849056604,379.5,0.0,-189.0,0.0,-5.78571428571,0.0,2314.7
NA,NA,overlap,NA,white,3.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,2.0,2.0,199.0,199.0,0.0,0.0,199.0,0.0,2.0,199.0,0.0,0.0,0.0,199.0,2.0,0.0,199.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,400.207512499,psycho,bouton 1,bouton 2,French,black,32.0,F,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,knife,NA,NA,11.0,asymm_kitchen_knife,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-16.5359119804,16.5359119804,384.0,0.0,384.0,-199.0,-6.0,correction awayHandle,-48.0,188.0,-0.272211720227,8.8125,0.272211720227,229.7,,,,,,,,,,,,
NA,NA,opposite,NA,white,3.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,2.0,2.0,200.0,200.0,0.0,0.0,200.0,0.0,2.0,200.0,0.0,0.0,0.0,200.0,2.0,0.0,200.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,389.100372529,psycho,bouton 1,bouton 2,French,black,32.0,B,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,sharpeningsteel,NA,NA,11.0,asymm_kitchen_sharpeningsteel,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-22.2082942494,22.2082942494,384.0,0.0,384.0,180.0,5.0,correction towardsHandle,86.0,-180.0,0.474264705882,-7.5,-0.474264705882,94.2,-9.0,-178.0,-0.0496323529412,-7.41666666667,0.0496323529412,159.4,30.0,-178.0,0.165441176471,-7.41666666667,-0.165441176471,2202.2
NA,NA,control,NA,white,3.0,6.0,NA,NA,psycho,kitchen,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,2.0,2.0,201.0,201.0,0.0,0.0,201.0,0.0,2.0,201.0,0.0,0.0,0.0,201.0,2.0,0.0,201.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,395.964686173,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,peeler,NA,NA,11.0,asymm_kitchen_peeler,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,0.7641027481,-0.7641027481,384.0,0.0,384.0,205.0,6.0,correction awayHandle,-49.0,-207.0,-0.338709677419,-9.40909090909,0.338709677419,91.2,32.0,-207.0,0.221198156682,-9.40909090909,-0.221198156682,186.7,-1.0,-195.0,-0.00691244239631,-8.86363636364,0.00691244239631,2341.5
NA,NA,control,NA,white,3.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,2.0,2.0,202.0,202.0,0.0,0.0,202.0,0.0,2.0,202.0,0.0,0.0,0.0,202.0,2.0,0.0,202.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,359.241700179,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,mallet,NA,NA,11.0,asymm_garage_mallet,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,36.4525052012,-36.4525052012,384.0,0.0,384.0,205.0,6.0,correction awayHandle,20.0,-215.0,0.122950819672,-3.225,-0.122950819672,90.2,-64.0,-215.0,-0.393442622951,-3.225,0.393442622951,199.7,-15.0,-172.0,-0.0922131147541,-2.58,0.0922131147541,1832.1
NA,NA,overlap,NA,white,3.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,2.0,2.0,203.0,203.0,0.0,0.0,203.0,0.0,2.0,203.0,0.0,0.0,0.0,203.0,2.0,0.0,203.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,zero,left,768.0,NA,335.818150336,psycho,bouton 1,bouton 2,French,black,32.0,F,right,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,screwdriver,NA,NA,12.0,asymm_garage_screwdriver,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-59.4625216496,59.4625216496,384.0,0.0,384.0,217.0,6.0,correction towardsHandle,-2.0,-224.0,-0.0113421550095,-8.2962962963,0.0113421550095,89.9,64.0,-211.0,0.362948960302,-7.81481481481,-0.362948960302,772.1,-48.0,-212.0,-0.272211720227,-7.85185185185,0.272211720227,2462.6
NA,NA,overlap,NA,white,3.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,2.0,2.0,204.0,204.0,0.0,0.0,204.0,0.0,2.0,204.0,0.0,0.0,0.0,204.0,2.0,0.0,204.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,416.182747149,psycho,bouton 1,bouton 2,French,black,32.0,D,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,spoon,NA,NA,11.0,asymm_kitchen_spoon,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,0.746140124,-0.746140124,384.0,0.0,384.0,-201.0,-6.0,correction awayHandle,63.0,202.0,0.341772151899,7.48148148148,0.341772151899,230.3,,,,,,,,,,,,
NA,NA,control,NA,white,3.0,6.0,NA,NA,psycho,kitchen,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,1.0,0.0,0.0,2.0,2.0,205.0,205.0,0.0,0.0,205.0,0.0,2.0,205.0,0.0,0.0,0.0,205.0,2.0,0.0,205.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,409.55010993,psycho,bouton 1,bouton 2,French,black,32.0,E,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,fork,NA,NA,12.0,asymm_kitchen_fork,no,1.0,NA,0.0,NA,1.0,2.0,NA,left,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,lower,1024.0,-32.1684136693,32.1684136693,384.0,0.0,384.0,-175.0,-6.0,correction awayHandle,101.0,174.0,0.540106951872,5.38144329897,0.540106951872,188.9,-20.0,183.0,-0.106951871658,5.65979381443,-0.106951871658,428.1,,,,,,
NA,NA,overlap,NA,white,3.0,6.0,NA,NA,psycho,garage,no,no,NA,compatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,2.0,2.0,206.0,206.0,0.0,0.0,206.0,0.0,2.0,206.0,0.0,0.0,0.0,206.0,2.0,0.0,206.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,right,768.0,NA,417.043257495,psycho,bouton 1,bouton 2,French,black,32.0,D,left,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel,NA,NA,12.0,asymm_garage_chisel,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,36.6160641938,-36.6160641938,384.0,0.0,384.0,230.0,6.0,correction towardsHandle,10.0,-223.0,0.0568181818182,-9.29166666667,0.0568181818182,167.6,-10.0,-235.0,-0.0568181818182,-9.79166666667,-0.0568181818182,4212.0,,,,,,
NA,NA,control,NA,white,3.0,6.0,NA,NA,psycho,garage,no,no,NA,incompatible,0.0,NA,relative,2.0,bouton 2,1.0,bouton 1,2.0,0.0,0.0,2.0,2.0,207.0,207.0,0.0,0.0,207.0,0.0,2.0,207.0,0.0,0.0,0.0,207.0,2.0,0.0,207.0,85.0,NA,Logs experimental data,150.0,NA,0.0,no,no,mono,no,18.0,NA,black,overlap,left,768.0,NA,408.262268309,psycho,bouton 1,bouton 2,French,black,32.0,A,control,25.0,50.0,4000.0,NA,50.0,50.0,psycho,NA,8.0,chisel2,NA,NA,11.0,asymm_garage_chisel2,no,1.0,NA,0.0,NA,1.0,2.0,NA,right,NA,NA,NA,NA,legacy,3.0,yes,180.0,240.0,NA,experiment,0.0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.0,Orientation effect,NA,108.0,upper,1024.0,-1.2057513206,1.2057513206,384.0,0.0,384.0,229.0,6.0,correction awayHandle,-9.0,-226.0,-0.0519230769231,-7.70454545455,0.0519230769231,166.9,-63.0,-219.0,-0.363461538462,-7.46590909091,0.363461538462,2084.6,27.0,-224.0,0.155769230769,-7.63636363636,-0.155769230769,2955.4
